"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
entorno_hogar_23_3,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Distrito, departamento (3 a 5 años)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='PUEBLO LIBRE, LIMA'"
entorno_hogar_23_3_1,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Dirección o referencia (3 a 5 años)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='CALLE CIRO ALEGRIA 100 o AV. CIPRIANO DULANTO CUADRA 3'"
entorno_hogar_23_3_2,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Tiempo vivido, en años (3 a 5)",,"Unidad: años",,,,,,y,,,,," @PLACEHOLDER='0.5 o 1 o 4.8'"
entorno_hogar_23_4,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Distrito, departamento (6 a 10 años)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='PUEBLO LIBRE, LIMA'"
entorno_hogar_23_4_1,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Dirección o referencia (6 a 10 años)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='CALLE CIRO ALEGRIA 100 o AV. CIPRIANO DULANTO CUADRA 3'"
entorno_hogar_23_4_2,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Tiempo vivido, en años (6 a 10)",,"Unidad: años",,,,,,y,,,,," @PLACEHOLDER='0.5 o 1 o 4.8'"
entorno_hogar_23_5,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Distrito, departamento (actual)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='PUEBLO LIBRE, LIMA'"
entorno_hogar_23_5_1,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Dirección o referencia (actual)",,"Escribir en mayúsculas y sin tildes",,,,,,y,,,,," @PLACEHOLDER='CALLE CIRO ALEGRIA 100 o AV. CIPRIANO DULANTO CUADRA 3'"
entorno_hogar_23_5_2,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Tiempo vivido, en años (actual)",,"Unidad: años",,,,,,y,,,,," @PLACEHOLDER='0.5 o 1 o 4.8'"
entorno_hogar_24,cuestionario_de_padres_informacin_sobre_el_ambient,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 5. Fuentes cercanas de contaminación</p></div>",radio,"¿Existen edificaciones o vías en construcción, o calles sin pavimentar, a menos de una cuadra (100 metros) de su casa?","1, Sí | 0, No",,,,,,,y,LV,,,,
entorno_hogar_25,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"<div class=""rich-text-field-label""><p>¿Existen fábricas, talleres o negocios cerca de su casa (a menos de una cuadra o 100 metros)</p> <p><span style=""color: #1c46f7; font-weight: normal;"">Como: ladrilleras, madereras, calderas, quemas de llantas o basura, ¿talleres con humo o polvo?</span></p></div>","1, Sí | 0, No",,,,,,,y,LV,,,,
entorno_hogar_26,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"<div class=""rich-text-field-label""><p>Mientras su hijo(a) ha vivido en esta casa, ¿se han realizado obras, ampliaciones o remodelaciones</p> <p><span style=""font-weight: normal; color: #1c46f7;"">Como: construcción, pintura, cambio de techo, pisos o paredes</span></p></div>","1, Sí | 0, No",,,,,,,y,LV,,,,
entorno_hogar_27,cuestionario_de_padres_informacin_sobre_el_ambient,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 6. Cocina</p></div>",radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation"">¿La cocina está ubicada dentro del ambiente principal de la vivienda o en una zona exterior? </p></div>","1, Dentro de la vivienda (interior) | 2, Fuera de la vivienda (en el patio, corredor o ambiente separado) | 3, Compartida con otro uso (por ejemplo: cocina-comedor o cocina-dormitorio)",,,,,,,y,LV,,,,
entorno_hogar_28,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-7c5f691e-7fff-6f4f-bb82-9c7e89a154c7"">¿Su cocina cuenta con un extractor o campana de aire encima de la cocina?</strong></p></div>","1, Sí | 0, No",,,,,,,y,LV,,,,
entorno_hogar_29,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-9e13cb5c-7fff-efd8-a3ed-e00934c96ecd"">Cuando cocina, ¿con qué frecuencia utiliza el extractor o campana de aire?</strong></p></div>","1, Siempre | 2, A veces | 0, Nunca | 99, No aplica (no tiene extractor)",,,,,,,y,LV,,,,
entorno_hogar_30,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-9e13cb5c-7fff-efd8-a3ed-e00934c96ecd""><strong id=""docs-internal-guid-48013996-7fff-bba7-16ca-edc3af6e0653"">¿Qué tipo de cocina o estufa usa principalmente en su hogar? </strong></strong></p></div>","1, Gas natural (conexión domiciliaria) | 2, Gas licuado (balón de GLP) | 3, Eléctrica / de inducción | 4, Leña | 5, Carbón | 6, Otro (especifique): {entorno_hogar_30_1}",,,,,,,y,LV,,,,
entorno_hogar_30_1,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-9e13cb5c-7fff-efd8-a3ed-e00934c96ecd""><strong id=""docs-internal-guid-48013996-7fff-bba7-16ca-edc3af6e0653"">Otro, especificar </strong></strong></p></div>",,"Escribir en mayúsculas y sin tildes",,,,,[entorno_hogar_30]='6',y,RH,,,,
entorno_hogar_31,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-86922bce-7fff-69bf-a064-6473c3feb00a"">¿Cuántas <span style=""text-decoration: underline;"">veces</span> a la semana cocina utilizando una sartén antiadherente (teflón)?</strong></p></div>",,"Indique el número de veces a la semana",integer,,,,,y,RH,,,," @PLACEHOLDER=""7"""
entorno_hogar_32_1,cuestionario_de_padres_informacin_sobre_el_ambient,"Módulo 7. Limpieza
En su hogar, ¿se utilizan los siguientes productos de limpieza al menos una vez por semana?",radio,Lejía/blanqueador,"1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_2,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,Amoníaco,"1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_3,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Solvente quitamanchas","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_4,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Limpiador de muebles","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_5,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,Limpiavidrios,"1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_6,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Spray para alfombras, mantas o cortinas","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_7,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Limpiador aromatizado de pisos","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_8,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Limpiador de hornos o cocina","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_9,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Ambientadores (en spray o eléctricos)","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_10,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Spray para planchar ropa","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_11,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Productos de limpieza perfumados","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_12,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Limpiadores líquidos multiusos","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_13,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Bolas de naftalina o similares","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_14,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Aerosoles desengrasantes","1, Sí | 0, No | 99, No sabe",,,,,,,y,,,entorno_hogar_32,,
entorno_hogar_32_15,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Otros productos de limpieza (especifique):","1, Sí | 0, No | 99, No sabe",,,,,,,,,,entorno_hogar_32,,
entorno_hogar_32_otro,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Otros productos de limpieza (especifique): ",,"Escribir en mayúsculas y sin tildes",,,,,[entorno_hogar_32_15]='1',,RH,,,,
entorno_hogar_33,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Con qué frecuencia limpia la vivienda (barrer, trapear, quitar polvo, etc.)?","1, Más de una vez por semana | 2, Una vez por semana | 3, Menos de una vez por semana",,,,,,,y,LV,,,,
entorno_hogar_34,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Tienen aspiradora en su hogar?","1, Sí | 0, No",,,,,,,y,RH,,,,
entorno_hogar_35,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"Si tiene aspiradora, ¿esta cuenta con un filtro HEPA o de alta eficiencia?","1, Sí | 0, No | 99, No sabe",,,,,,[entorno_hogar_34]='1',y,LV,,,,
entorno_hogar_36,cuestionario_de_padres_informacin_sobre_el_ambient,,radio,"¿Con qué frecuencia aspiran su vivienda?","1, Más de una vez por semana | 2, Una vez por semana | 3, Menos de una vez por semana",,,,,,[entorno_hogar_34]='1',y,LV,,,,
encuestador_10,cuestionario_de_padres_informacin_sobre_el_ambient," ",text,Encuestador,,,,,,,,y,RH,,,," @USERNAME"
fecha_hora_10,cuestionario_de_padres_informacin_sobre_el_ambient,,text,"Fecha y hora (fin)",,HH:MM:SS,time_hh_mm_ss,,,,,y,RH,,,," @NOW @HIDEBUTTON @READONLY"
comentario_antropometria_7,cuestionario_de_padres_informacin_sobre_el_ambient,,notes,"Comentario adicional",,"Escribir en mayúsculas y sin tildes",,,,,,,LH,,,," @CHARLIMIT=300 @PLACEHOLDER=""OBSERVACIONES O INCIDENCIAS DURANTE LA MEDICIÓN EN TRABAJO DE CAMPO"""
presion_sistolica_padre_1,cuestionario_de_padres_cartilla_clnica_de_los_padr,,text,"Presión arterial sistólica (Primera toma)",,"Unidad: mmHg",number,,,,,y,,,,,
presion_diastolica_padre_1,cuestionario_de_padres_cartilla_clnica_de_los_padr,,text,"Presión arterial diastólica (Primera toma)",,"Unidad: mmHg",number,,,,,y,,,,,
presion_sistolica_padre_2,cuestionario_de_padres_cartilla_clnica_de_los_padr,,text,"Presión arterial sistólica (segunda toma)",,"Unidad: mmHg",number,,,,,y,,,,,
presion_diastolica_padre_2,cuestionario_de_padres_cartilla_clnica_de_los_padr,,text,"Presión arterial sistólica (segunda toma)",,"Unidad: mmHg",number,,,,,y,,,,,
peso_padre,cuestionario_de_padres_cartilla_clnica_de_los_padr,,text,Peso,,"Unidad: kilogramos (kg)",number,,,,,y,,,,,
talla_padre_2,cuestionario_de_padres_cartilla_clnica_de_los_padr,,text,Talla,,"Unidad: centrímetros (cm)",number,,,,,y,,,,,
pcintura_padre,cuestionario_de_padres_cartilla_clnica_de_los_padr,,text,"Perímetro de cintura",,"Unidad: centrímetros (cm)",number,,,,,,,,,,
encuestador_11,cuestionario_de_padres_cartilla_clnica_de_los_padr," ",text,Encuestador,,,,,,,,y,RH,,,," @USERNAME"
fecha_hora_11,cuestionario_de_padres_cartilla_clnica_de_los_padr,,text,"Fecha y hora (fin)",,HH:MM:SS,time_hh_mm_ss,,,,,y,RH,,,," @NOW @HIDEBUTTON @READONLY"
comentario_antropometria_8,cuestionario_de_padres_cartilla_clnica_de_los_padr,,notes,"Comentario adicional",,"Escribir en mayúsculas y sin tildes",,,,,,,LH,,,," @CHARLIMIT=300 @PLACEHOLDER=""OBSERVACIONES O INCIDENCIAS DURANTE LA MEDICIÓN EN TRABAJO DE CAMPO"""
desayuno_biomarcadores,cuestionario_adolescentes_biomarcadores,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 1: Biomarcadores</p></div>",radio,"¿El niño(a) desayunó antes de la recolección de la muestra de biomarcadores?","0, No desayunó (ayunas ≥ 8 horas) | 1, Sí desayunó parcialmente (< 8 horas) | 2, Sí desayunó (comida completa) | 99, No sabe / No recuerda",,,,,,,y,LV,,,,
colesterol_total,cuestionario_adolescentes_biomarcadores,,text,"<div class=""rich-text-field-label""><p>Perfil lipídico:<em> Colesterol total</em></p></div>",,"Unidad: mg/gL",number,70,500,,,y,,,,,
hdl_colesterol,cuestionario_adolescentes_biomarcadores,,text,"<div class=""rich-text-field-label""><p>Perfil lipídico:<em> HDL-colesterol (HDL-c)</em></p></div>",,"Unidad: mg/gL",number,5,150,,,y,,,,,
trigliceridos,cuestionario_adolescentes_biomarcadores,,text,"<div class=""rich-text-field-label""><p>Perfil lipídico:<em> Triglicéridos</em></p></div>",,"Unidad: mg/gL",number,20,1000,,,y,,,,,
glucosa,cuestionario_adolescentes_biomarcadores,,text,"<div class=""rich-text-field-label""><p>Glucosa</p></div>",,"Unidad: mg/gL",number,40,400,,,y,,,,,
encuestador_biomarcadores,cuestionario_adolescentes_biomarcadores," ",text,Encuestador,,,,,,,,y,RH,,,," @USERNAME"
fecha_hora_biomarcadores,cuestionario_adolescentes_biomarcadores,,text,"Fecha y hora (fin)",,HH:MM:SS,time_hh_mm_ss,,,,,y,RH,,,," @HIDEBUTTON @NOW @READONLY"
comentario_biomarcadores,cuestionario_adolescentes_biomarcadores,,notes,"Comentario adicional",,"Escribir en mayúsculas y sin tildes",,,,,,,LH,,,," @CHARLIMIT=300 @PLACEHOLDER=""OBSERVACIONES O INCIDENCIAS DURANTE LA MEDICIÓN EN TRABAJO DE CAMPO"""
alergia_pteronyssinus,cuestionario_adolescentes_alergias,"Módulo 1: Sensibilización Alérgica (SPT)",radio,"¿El niño(a) presentó reacción alérgica al ácaro del polvo Dermatophagoides pteronyssinus?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 1"
alergia_farinae,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al ácaro del polvo Dermatophagoides farinae?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 2"
alergia_destructor,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al ácaro Lepidoglyphus destructor?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 3"
alergia_tropicalis,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al ácaro Blomia tropicalis?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 4"
alergia_arcuatus,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al ácaro Chortoglyphus arcuatus?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 5"
alergia_alternata,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al moho Alternaria alternata?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 6"
alergia_herbarum,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al moho Cladosporium herbarum?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 7"
alergia_fumigatus,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al moho Aspergillus fumigatus?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 8"
alergia_notatum,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó sensibilización al moho Penicillium notatum?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 9"
alergia_grasses,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica a la mezcla de grasses?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 10"
alergia_vulgaris,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica a la Artemisia vulgaris?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 11"
alergia_ambrosia,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica a la Ambrosia?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 12"
alergia_perro,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al epitelio de perro?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 13"
alergia_gato,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al epitelio de gato?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 14"
alergia_germanica,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica a la cucaracha Blattella germanica?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 15"
alergia_americana,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica a la cucaracha Periplaneta americana?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 16"
alergia_olivo,cuestionario_adolescentes_alergias,,radio,"¿El niño(a) presentó reacción alérgica al Olivo?","0, Negativo | 1, Positivo",,,,,,,y,,,spt,,"pregunta 17"
asma,cuestionario_adolescentes_alergias," ",radio,"¿Usted tiene asma?","0, No | 1, Sí",,,,,,,y,RH,,,,
severidad_asma,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p>¿Qué severidad tiene su asma? <br><span style=""font-weight: normal;"">(Para ser llenado por médico)</span></p></div>","1, Asma intermitente | 2, Asma persistente leve | 3, Asma persistente moderada | 4, Asma persistente severa","(Marque solo una respuesta).",,,,,[asma]='1',y,LV,,,,
rinitis_alergica,cuestionario_adolescentes_alergias,,radio,"¿Usted tiene rinitis alérgica?","0, No | 1, Sí",,,,,,,y,RH,,,,
severidad_rinitis,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p>¿Qué severidad tiene su rinitis? <br><span style=""font-weight: normal;"">(Para ser llenado por médico)</span></p></div>","1, Rinitis intermitente leve | 2, Rinitis intermitente moderada-severa | 3, Rinitis persistente leve | 4, Rinitis persistente moderada-severa","(Marque solo una respuesta).",,,,,[rinitis_alergica]='1',y,LV,,,,
sintomas_respiratorios,cuestionario_adolescentes_alergias,,checkbox,"<div class=""rich-text-field-label""><p>Sus síntomas respiratorios incrementan cuando se expone a ...............<br><span style=""font-weight: normal;"">(Para ser llenado por médico)</span></p></div>","1, Ácaros del polvo (polvo casero) | 2, Hongos o moho | 3, Pelo o caspa de mascotas (perros, gatos, etc.) | 4, Pólenes de árboles, plantas o flores | 0, Ninguno de los anteriores","(Marque solo una respuesta).",,,,,,y,LV,,,,
isaac_asma_21,cuestionario_adolescentes_alergias,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 2: Síntomas de Asma (ISAAC)</p></div>",radio,"<div class=""rich-text-field-label""><p>¿Alguna vez has tenido silbidos o pitos en el pecho en el pasado?<br><span style=""font-weight: normal; color: #1c46f7;"">Si ha contestado 'NO', por favor salte a la pregunta ""¿Algún médico te ha diagnosticado asma?""</span></p></div>","0, No | 1, Sí",,,,,,,y,LV,,,,
isaac_asma_22,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p><strong id=""docs-internal-guid-2007b294-7fff-ad51-8468-4cae24473f2b"">En los últimos 12 meses, ¿has tenido silbidos o pitidos en el pecho?</strong><br><span style=""font-weight: normal; color: #1c46f7;"">Si ha contestado 'NO', por favor salte a la pregunta ""¿Algún médico te ha diagnosticado asma?""</span></p></div>","0, No | 1, Sí",,,,,,[isaac_asma_21]='1',y,LV,,,,
isaac_asma_23,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p><strong id=""docs-internal-guid-32ef1870-7fff-d7cf-4daa-1e937598ad18"">¿Cuántos ataques de silbidos has tenido en los últimos 12 meses?</strong></p></div>","0, Ninguno | 1, 1 a 3 | 2, 4 a 12 | 3, Más de 12",,,,,,[isaac_asma_22]='1',y,LV,,,,
isaac_asma_24,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p><strong id=""docs-internal-guid-6b2c4acc-7fff-7b92-9738-beb803c315a2"">En los últimos 12 meses, ¿cuántas noches por semana, en promedio, te ha despertado la sibilancia?</strong></p></div>","0, Nunca | 1, Menos de una noche por semana | 2, Una o más noches por semana",,,,,,[isaac_asma_22]='1',y,LV,,,,
isaac_asma_25,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p><strong id=""docs-internal-guid-73e7d99f-7fff-40a6-3da4-9471daf21eeb"">En los últimos 12 meses, ¿la sibilancia ha limitado alguna vez tu habla a menos de una frase completa?</strong></p></div>","1, Sí | 0, No",,,,,,[isaac_asma_22]='1',y,LV,,,,
isaac_asma_26,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p><strong id=""docs-internal-guid-9df68872-7fff-ab07-23b7-20c649af7695"">¿Algún médico te ha diagnosticado asma?</strong></p></div>","1, Sí | 0, No",,,,,,,y,LV,,,,
isaac_asma_27,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p><strong id=""docs-internal-guid-84d034da-7fff-d490-dc48-cade113b5f9e"">En los últimos 12 meses, ¿has tenido silbidos asociados al ejercicio físico (durante la práctica de deporte)?</strong></p></div>","1, Sí | 0, No",,,,,,,y,LV,,,,
isaac_asma_28,cuestionario_adolescentes_alergias,,radio,"En los últimos 12 meses, ¿has tenido una tos seca nocturna sin estar resfriado o teniendo gripe?","0, No | 1, Si",,,,,,,y,LV,,,,
isaac_rinitis_29,cuestionario_adolescentes_alergias,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 3: Síntomas de Rinitis Alérgica (ISAAC)</p></div>",radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation"">¿Alguna vez has tenido un problema nasal (estornudos, goteo o congestión nasal) sin estar resfriado o con gripe?</p> <p dir=""ltr""><span style=""font-weight: normal; color: #1c46f7;"">Si ha contestado 'NO', por favor salte a la pregunta ""¿Un médico te ha diagnosticado rinitis alérgica (alergia nasal)?""</span></p></div>","1, Sí | 0, No",,,,,,,y,LV,,,,
isaac_rinitis_30,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-b04fc778-7fff-093d-eab5-ae8a58c0cbc9"">¿En los últimos 12 meses has tenido un problema nasal (estornudos, goteo o congestión nasal) sin estar resfriado o con gripe?</strong></p> <p dir=""ltr""><span style=""font-weight: normal; color: #1c46f7;"">Si ha contestado 'NO', por favor salte a la pregunta ""¿Un médico te ha diagnosticado rinitis alérgica (alergia nasal)?""</span></p></div>","1, Sí | 0, No",,,,,,[isaac_rinitis_29]='1',y,LV,,,,
isaac_rinitis_31,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-067cd700-7fff-3f06-2261-b0ab19352cf9"">¿Cuántos meses al año, aproximadamente, suele afectarte este problema nasal?</strong></p></div>","0, Menos de 1 mes al año | 1, 1 a 3 meses al año | 2, 4 o más meses al año",,,,,,[isaac_rinitis_30]='1',y,LV,,,,
isaac_rinitis_32,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-e922b2d8-7fff-869c-4e28-831634783ccf"">¿Estos síntomas nasales, durante los últimos 12 meses, han limitado tu actividad normal (jugar, ir a la escuela, hacer deporte)?</strong></p></div>","1, Sí | 0, No",,,,,,[isaac_rinitis_30]='1',y,LV,,,,
isaac_rinitis_33,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-14e10edd-7fff-3acc-9350-23f46bc578ab"">¿Has tenido comezón y lagrimeo ocular junto con los síntomas nasales en los últimos 12 meses?</strong></p></div>","1, Sí | 0, No",,,,,,[isaac_rinitis_30]='1',y,LV,,,,
isaac_rinitis_34,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p><strong id=""docs-internal-guid-ed2ca57d-7fff-12d7-86c1-c20573b45a74"">¿Un médico te ha diagnosticado rinitis alérgica (alergia nasal)?</strong></p></div>","1, Sí | 0, No",,,,,,,y,LV,,,,
isaac_dermatitis_35,cuestionario_adolescentes_alergias,"<div class=""rich-text-field-label""><p style=""text-align: center;"">Módulo 4: Síntomas de Eczema/Dermatitis Atópica (ISAAC)</p></div>",radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-d71015df-7fff-4292-76d9-a51fdca88a6d"">¿Alguna vez has tenido erupción de picor que haya durado más de una semana?</strong></p> <p dir=""ltr""><span style=""color: #1c46f7; font-family: 'Open Sans';""><strong id=""docs-internal-guid-4b9ba736-7fff-5c6f-55a3-cf415c7c87f8"">Si ha contestado 'NO', por favor salte a la pregunta ""¿Un médico te ha diagnosticado eczema o dermatitis atópica?""</strong></span></p></div>","1, Sí | 0, No",,,,,,,y,LV,,,,
isaac_dermatitis_36,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-53d23023-7fff-fb78-4969-9afc85642355""> </strong><strong id=""docs-internal-guid-53d23023-7fff-fb78-4969-9afc85642355""></strong><strong id=""docs-internal-guid-9d851a00-7fff-27e1-073b-3089bb6baaa7"">¿En los últimos 12 meses has tenido una erupción de picor?</strong></p> <p dir=""ltr""><span style=""color: #1c46f7; font-family: 'Open Sans';""><strong id=""docs-internal-guid-4b9ba736-7fff-5c6f-55a3-cf415c7c87f8"">Si ha contestado 'NO', por favor salte a la pregunta ""¿Un médico te ha diagnosticado eczema o dermatitis atópica?""</strong></span></p></div>","1, Sí | 0, No",,,,,,[isaac_dermatitis_35]='1',y,LV,,,,
isaac_dermatitis_37,cuestionario_adolescentes_alergias,,radio,"<div class=""rich-text-field-label""><p dir=""ltr"" role=""presentation""><strong id=""docs-internal-guid-c14f87e7-7fff-6628-450c-57c856054014"">¿En los últimos 12 meses, has tenido esa erupción de picor en alguno de estos sitios: dentro de los codos, detrás de las rodillas, al frente de los tobillos, bajo las nalgas, alrededor del cuello, ¿los ojos u orejas?</strong></p></div>","1, Sí | 0, No",,,,,,[isaac_dermatitis_36]='1',y,LV,,,,
